FORMULA,Process Method,Process Condition,Measurement Method,Measuremet T (Â°C),Measuremet P (MPa),Structure: Exp Density (g/cm^3),Structure: Calculated Density (g/cm^3),Structure: Grain Size (Î¼m),Structure: BCC/FCC/other,Structure: Microstructure,Structure: Grain Boundary Characteristics,Structure: Defect Density (1/m^3),Structure: Thickness (nm),Position: X,Position: Y,Mechanics: Hardness (HV),Mechanics: Yield strength (MPa),Mechanics: Ultra tensle strength (MPa),Mechanics: Fatigue Strength (MPa),Mechanics: Specific strength (Mpa/ (g/cm^3)),Mechanics: Exp Young modulus (GPa),Mechanics: Calculated Young modulus (GPa),Mechanics: Shear Modulus (GPa),Mechanics: Bulk Modulus (GPa),Mechanics: Fracture Elongation (%),Mechanics: Plastic Elongation (%),Mechanics: Friction Coefficient,Mechanics: Fracture Toughness (MPa/m^2),Mechanics: Poisson's Ratio,Mechanics: Speed of Sound (m/s),Thermo: Melting Point (Â°C),Thermo: Phase Transition Temperature (Â°C),Thermo: Specific Heat Capacity (J/(kgÂ·K)),Thermo: Binding Energy (kJ/mol),Thermo: Mixing Entropy (J/(molÂ·K)),Thermo: Mixing Enthalpy (kJ/mol),Thermo: Cohesive Energy (kJ/mol),Thermo: Thermal Expansion Coefficient (1/K),Thermo: Thermal Conductivity (W/(mÂ·K)),Magnetics: Magnetization (A/m),Magnetics: Saturation Magnetization (AÂ·m^2/kg),Magnetics: Coercivity (A/m),Magnetics: Magnetic Permeability (H/m),Magnetics: Curie Temperature (Â°C),Magnetics: Magnetic Hysteresis Loss (J/m^3),Thermoelectricity: Seebeck Coefficient (Î¼V/K),Thermoelectricity: Electrical Conductivity (S/m),Thermoelectricity: Thermal Conductivity (W/mÂ·K),Thermoelectricity: Figure of Merit,Electricity: Electrical Resistivity (Î©Â·m),Electricity: Dielectric Constant,Electricity: Dielectric Breakdown Strength (V/m),Electricity: Conductivity (S/m),Electricity: Capacitance (F),Electricity: Band Gap (eV),Electricity: Electron Mobility (cmÂ²/VÂ·s),Piezoelectricity: Piezoelectric Coefficient (m/V),Piezoelectricity: Electromechanical Coupling Coefficient,Piezoelectricity: Piezoelectric Strain Constant (m/V),Piezoelectricity: Piezoelectric Modulus (Pa),Piezoelectricity: Mechanical Quality Factor,Optics: Refractive Index,Optics: Optical Band Gap (eV),Optics: Transmittance (%),Optics: Absorption Coefficient (cm?»Â?,Optics: Abbe Number,Electrochemistry: Open Circuit Potential (V),Electrochemistry: Electrochemical Impedance (Î©),Electrochemistry: Charge Transfer Resistance (Î©),Electrochemistry: Exchange Current Density (A/mÂ²),Electrochemistry: Passivation Potential (V),Electrochemistry: Critical Pitting Temperature (Â°C),Electrochemistry: Corrosion Rate (mm/year),Electrochemistry: Corrosion Resistance Index,Electrochemistry: Corrosion Current Density (A/mÂ²),Others: DOI,Others: Reference,Others: Details,appendix_1,appendix_2(hardness+-deviation),appendix_3(Exp. Young modulus+-deviation),Unnamed: 82
Co0.25Cr1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,518.0,744.0,,91.85185185,240.0,238.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,240,
Co0.25Cr1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,462.0,703.0,,86.79012346,240.0,238.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,240,
Co0.25Cr1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,395.0,644.0,,79.50617284,240.0,238.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,240,
Co0.25Cr1Ni1,WROUGHT,,T,25.0,,,8.1,,FCC,FCC,,,,,,,356.0,588.0,,72.59259259,240.0,238.0,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2019.04.017,,,,,240,
Co0.273Cr0.477Nb0.477Ni0.045Ti1,CAST,,,25.0,,,6.4,,other,,,,,,,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1038/s41467-019-10533-1,,,,422,,
Co0.286Cr0.429Fe1Mn0.143Ni0.714V0.286,WROUGHT,,T,25.0,,,7.9,,FCC,FCC,,,,,,,401.0,717.0,,90.75949367,,208.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2018.12.077,,,,,,
Co0.286Cr0.429Fe1Mn0.143Ni0.714V0.286,WROUGHT,,T,25.0,,,7.9,,FCC,FCC,,,,,,,350.0,690.0,,87.34177215,,208.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2018.12.077,,,Elongation>50,,,
Co0.286Cr0.429Fe1Mn0.143Ni0.714V0.286,WROUGHT,,T,25.0,,,7.9,,FCC,FCC,,,,,,,312.0,660.0,,83.5443038,,208.0,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2018.12.077,,,,,,
Co0.286Cr0.429Fe1Mn0.143Ni0.714V0.286,WROUGHT,,T,25.0,,,7.9,,FCC,FCC,,,,,,,240.0,610.0,,77.21518987,,208.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2018.12.077,,,,,,
Co0.286Cr0.429Fe1Mn0.143Ni0.714V0.286,WROUGHT,,T,25.0,,,7.9,,FCC,FCC,,,,,,,210.0,593.0,,75.06329114,,208.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2018.12.077,,,,,,
Co0.2Cr0.2Fe1Mn0.6,WROUGHT,,T,25.0,,,7.8,,other,FCC+HCP,,,,,,,298.0,1400.0,,179.4871795,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1038/s41598-017-16509-9,,,,,,
Co0.2Cr0.2Fe1Mn0.6,WROUGHT,,T,25.0,,,7.8,,other,FCC+HCP,,,,,,,400.0,1200.0,,153.8461538,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1038/s41598-017-16509-9,,,,,,
Co0.2Cr0.2Fe1Mn0.6,CAST,,,,,,7.8,,other,FCC+Sec.,,,,,,296.0,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.088,,,,296,,
Co0.2Cr0.2Fe1Mn0.6,ANNEAL,,T,25.0,,,7.8,,other,FCC+HCP,,,,,,,250.0,730.0,,93.58974359,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2017.03.069,,,Elongation>50,,,
Co0.2Cr0.2Fe1Mn0.6,WROUGHT,,T,25.0,,,7.8,,other,FCC+HCP,,,,,,,330.0,870.0,,111.5384615,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2017.03.069,,,,,,
Co0.2Cr0.2Fe1Mn0.6,WROUGHT,,T,25.0,,,7.8,,other,FCC+HCP,,,,,,,280.0,800.0,,102.5641026,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2017.03.069,,,,,,
Co0.2Cr0.2Fe1Mn0.6,WROUGHT,,T,25.0,,,7.8,,other,FCC+HCP,,,,,,,350.0,830.0,,106.4102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.actamat.2017.03.069,,,,,,
Co0.2Cu0.2Fe0.2Nb1Ni0.2,WROUGHT,,C,25.0,,,8.6,,other,FCC+Laves,,,,,,,1498.0,,,,,,,,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1557/jmr.2019.36,,,,,,
Co0.318Cr0.227Fe1Mo0.091Ni0.182,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,443.0,840.0,,102.4390244,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.318Cr0.227Fe1Mo0.091Ni0.182,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,301.0,718.0,,87.56097561,,,,,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.318Cr0.227Fe1Mo0.091Ni0.182,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,261.0,673.0,,82.07317073,,,,,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.318Cr0.227Fe1Mo0.091Ni0.182,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,231.0,638.0,,77.80487805,,,,,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.327Cr0.227Fe1Mo0.136Ni0.127,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,711.0,1096.0,,133.6585366,,,,,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.327Cr0.227Fe1Mo0.136Ni0.127,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,684.0,1078.0,,131.4634146,,,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.327Cr0.227Fe1Mo0.136Ni0.127,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,506.0,933.0,,113.7804878,,,,,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.327Cr0.227Fe1Mo0.136Ni0.127,WROUGHT,,T,25.0,,,8.2,,other,FCC+Sec.,,,,,,,296.0,693.0,,84.51219512,,,,,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2018.12.040,,,,,,
Co0.333Cr0.667Fe0.667Ni1Ti0.2,WROUGHT,,,,,,7.8,,FCC,FCC,,,,,,197.0,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138181,,,,197,,
Co0.333Cr0.667Fe0.667Ni1Ti0.2,WROUGHT,,T,25.0,,,7.8,,FCC,FCC,,,,,,308.0,586.0,875.0,,112.1794872,,213.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.138181,,,,308,,
Co0.476Cr0.476Fe0.476Nb0.095Ni1,CAST,,T,25.0,,,8.3,,other,FCC+Laves,,,,,,,170.0,537.0,,64.69879518,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2019.04.012,,,,,,
Co0.476Cr0.476Fe0.476Nb0.095Ni1,ANNEAL,,T,25.0,,,8.3,,other,FCC+Laves+Sec.,,,,,,,560.0,860.0,,103.6144578,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2019.04.012,,,,,,
Co0.476Cr0.476Fe0.476Nb0.19Ni1,CAST,,T,25.0,,,8.4,,other,FCC+Laves,,,,,,,640.0,840.0,,100.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2019.04.012,,,,,,
Co0.476Cr0.476Fe0.476Nb0.19Ni1,ANNEAL,,T,25.0,,,8.4,,other,FCC+Laves,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.matlet.2019.04.012,,,,,,
Co0.556Fe0.556Mo0.556Ni1V0.556,CAST,,,25.0,,,8.5,,other,FCC+Sec.,,,,,,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.185,,,,510,,
Co0.564Nb0.795Ta0.103Ti1W0.103,CAST,,,25.0,,,7.7,,other,,,,,,,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1038/s41467-019-10533-1,,,,277,,
Co0.5Cr0.5Fe1Ni1,WROUGHT,,T,25.0,,,8.2,,FCC,FCC,,,,,,,214.0,612.0,,74.63414634,,219.0,,,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/21663831.2018.1553803,,,,,,
Co0.5CrFeNiTi0.5,"Mechanical alloying + Spark plasma Sintering, 1000℃/30MPa/8min",,C,23.0,,,7.439019026,,other,FCC+Sec.,,,,,,846,2650.0,2690.0,,361.6068181,,207.8570945,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + σ,,846,,
Co0.5Fe0.5Mo0.1Ni1V0.25,CAST,,T,-196.0,,,8.4,,FCC,FCC,,,,,,,419.0,,,,,202.0,,,,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2019.02.038,,,,,,
Co0.5Fe0.5Mo0.1Ni1V0.25,CAST,,T,-70.0,,,8.4,,FCC,FCC,,,,,,,350.0,,,,,202.0,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2019.02.038,,,,,,
Co0.5Fe0.5Mo0.1Ni1V0.25,CAST,,T,20.0,,,8.4,,FCC,FCC,,,,,,,252.0,,,,,202.0,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2019.02.038,,,,,,
Co0.5Fe0.5Mo0.1Ni1V0.25,CAST,,T,600.0,,,8.4,,FCC,FCC,,,,,,,214.0,,,,,202.0,,,,189.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2019.02.038,,,,,,
Co0.5Fe0.5Mo0.1Ni1V0.25,CAST,,T,700.0,,,8.4,,FCC,FCC,,,,,,,212.0,,,,,202.0,,,,154.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2019.02.038,,,,,,
Co0.5Fe0.5Mo0.1Ni1V0.25,CAST,,T,800.0,,,8.4,,FCC,FCC,,,,,,,187.0,,,,,202.0,,,,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.scriptamat.2019.02.038,,,,,,
Co0.5Fe0.5Mo0.5Ni1V0.5,CAST,,,25.0,,,8.5,,other,FCC+Sec.,,,,,,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.185,,,,382,,
Co0.625Fe0.625Mo0.625Ni1V0.625,CAST,,,25.0,,,8.5,,other,FCC+Sec.,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.185,,,,520,,
Co0.714Fe0.714Mo0.714Ni1V0.714,CAST,,,25.0,,,8.5,,other,FCC+Sec.,,,,,,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.185,,,,538,,
Co0.833Fe0.833Mo0.833Ni1V0.833,CAST,,,25.0,,,8.4,,other,FCC+Sec.,,,,,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.jallcom.2015.07.185,,,,602,,
Co0.875Cr0.625Fe1Ni1,WROUGHT,,T,25.0,,,8.3,,FCC,FCC,,,,,,,241.0,721.0,,86.86746988,,220.0,,,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/21663831.2018.1553803,,,,,,
Co0.986Cr0.952Fe0.933Mn0.914Ni1,WROUGHT,,T,25.0,,,8.0,,BCC,BCC,,,,,,,1290.0,1415.0,,176.875,,220.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.112,,,,,,
Co0.986Cr0.952Fe0.933Mn0.914Ni1,WROUGHT,,T,25.0,,,8.0,,other,FCC+BCC+Sec.,,,,,,,1135.0,1260.0,,157.5,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.112,,,,,,
Co0.986Cr0.952Fe0.933Mn0.914Ni1,WROUGHT,,T,25.0,,,8.0,,other,FCC+BCC+Sec.,,,,,,,585.0,815.0,,101.875,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.112,,,,,,
Co0.986Cr0.952Fe0.933Mn0.914Ni1,WROUGHT,,T,25.0,,,8.0,,other,FCC+Sec.,,,,,,,425.0,735.0,,91.875,,,,,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.112,,,,,,
Co0.986Cr0.952Fe0.933Mn0.914Ni1,WROUGHT,,T,25.0,,,8.0,,FCC,FCC,,,,,,,270.0,630.0,,78.75,,220.0,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.112,,,,,,
Co0.986Cr0.952Fe0.933Mn0.914Ni1,WROUGHT,,T,25.0,,,8.0,,other,,,,,,,,1120.0,1175.0,,146.875,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.msea.2019.01.112,,,,,,
Co1.5CrFeMo0.1Ni1.5Ti0.5,VIM,,C,,,,7.853328371,,FCC,FCC,,,,,,,,,,,,210.213675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_6_element,FCC,,,,
Co1.5CrFeMo0.5Ni1.5Ti0.5,VIM,,C,,,,8.054827962,,other,FCC+Sec.,,,,,,,,,,,,220.2925147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_6_element,FCC + σ,,,,
Co1.5CrFeMo0.8Ni1.5Ti0.5,VIM,,C,,,,8.184855477,,other,FCC+Sec.,,,,,,,,,,,,226.7963813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_6_element,FCC + σ,,,,
Co1.5CrFeNi.5Ti0.5,OTHER,,C,23.0,,,7.575017987,,other,Other,,,,,,442.0,1308.0,1384.0,,182.7058368,,208.8744687,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC (GS 1?m),,442,,
Co1.5CrFeNi1.5Ti,,,,25.0,,7.4,7.405752341,,other,FCC+Sec.,,,,,,654.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC + Im,,654,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,,,,7.405752341,,other,FCC+Sec.,,,,,,654 ± 7,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,654?7,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,300.0,,,7.405752341,,other,FCC+Sec.,,,,,,616.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,616,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,400.0,,,7.405752341,,other,FCC+Sec.,,,,,,598.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,598,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,500.0,,,7.405752341,,other,FCC+Sec.,,,,,,582.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,582,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,600.0,,,7.405752341,,other,FCC+Sec.,,,,,,559.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,559,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,700.0,,,7.405752341,,other,FCC+Sec.,,,,,,543.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,543,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,800.0,,,7.405752341,,other,FCC+Sec.,,,,,,496.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,496,,
Co1.5CrFeNi1.5Ti,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,900.0,,,7.405752341,,other,FCC+Sec.,,,,,,392.0,,,,,,196.5539576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,392,,
Co1.5CrFeNi1.5Ti0.10,OTHER,,C,900.0,,,8.194922393,,other,Other,,,,,,,,,,,,218.4223224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,,,,,
Co1.5CrFeNi1.5Ti0.10,OTHER,,C,1000.0,,,8.194922393,,other,Other,,,,,,,,,,,,218.4223224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,,,,,
Co1.5CrFeNi1.5Ti0.10,OTHER,,C,,,,8.194922393,,other,Other,,,,,,524.0,,,,,,218.4223224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,,,524,,
Co1.5CrFeNi1.5Ti0.10,OTHER,,C,,,,8.194922393,,other,FCC+Sec.,,,,,,311.0,,,,,,218.4223224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + ?,,311,,
Co1.5CrFeNi1.5Ti0.5,,,,25.0,,7.8,7.79697679,,FCC,FCC,,,,,,509.0,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,FCC,,509,0,
Co1.5CrFeNi1.5Ti0.5,"VAM + Homogenized, 1100℃/4h/AC + Aged, 800℃/10h/AC",,C,,,,7.79697679,,other,FCC+Sec.,,,,,,509 ± 11,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + η,,509?11,,
Co1.5CrFeNi1.5Ti0.5,VAM,,C,,,,7.79697679,,other,FCC+Sec.,,,,,,,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + γ',,,,
Co1.5CrFeNi1.5Ti0.5,VAM + 1150℃/6h + 600℃/50h,,C,,,,7.79697679,,other,FCC+Sec.,,,,,,,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + γ',,,,
Co1.5CrFeNi1.5Ti0.5,VAM + 1150℃/6h + 700℃/50h,,C,,,,7.79697679,,other,FCC+Sec.,,,,,,,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + γ',,,,
Co1.5CrFeNi1.5Ti0.5,VAM + 1150℃/6h + 800℃/50h,,C,,,,7.79697679,,other,FCC+Sec.,,,,,,,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + γ',,,,
Co1.5CrFeNi1.5Ti0.5,VAM + 1150℃/6h + 900℃/50h,,C,,,,7.79697679,,other,FCC+Sec.,,,,,,,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + γ' + η,,,,
Co1.5CrFeNi1.5Ti0.5,VAM + 1150℃/6h + 1000℃/50h,,C,,,,7.79697679,,other,FCC+Sec.,,,,,,,,,,,,207.3950164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paper_Collection_5_element,FCC + γ' + η,,,,
